,Euro/MWh,NOK/kWh
2021-05-03 18:00:00+00:00,62.43,0.630543
2021-05-03 19:00:00+00:00,79.68,0.804768
2021-05-03 20:00:00+00:00,79.71,0.805071
2021-05-03 21:00:00+00:00,67.96,0.686396
2021-05-03 22:00:00+00:00,60.89,0.614989
2021-05-03 23:00:00+00:00,50.38,0.508838
2021-05-04 00:00:00+00:00,46.35,0.468135
2021-05-04 01:00:00+00:00,38.92,0.393092
2021-05-04 02:00:00+00:00,35.02,0.353702
2021-05-04 03:00:00+00:00,34.99,0.353399
2021-05-04 04:00:00+00:00,32.95,0.332795
2021-05-04 05:00:00+00:00,38.06,0.384406
2021-05-04 06:00:00+00:00,44.71,0.451571
2021-05-04 07:00:00+00:00,50.32,0.508232
2021-05-04 08:00:00+00:00,50.59,0.510959
2021-05-04 09:00:00+00:00,47.99,0.484699
2021-05-04 10:00:00+00:00,46.29,0.467529
2021-05-04 11:00:00+00:00,44.6,0.45046
2021-05-04 12:00:00+00:00,43.23,0.436623
2021-05-04 13:00:00+00:00,35.15,0.355015
2021-05-04 14:00:00+00:00,30.28,0.305828
2021-05-04 15:00:00+00:00,28.34,0.286234
2021-05-04 16:00:00+00:00,28.09,0.283709
2021-05-04 17:00:00+00:00,34.44,0.347844
2021-05-04 18:00:00+00:00,45.01,0.454601
2021-05-04 19:00:00+00:00,47.2,0.47672
2021-05-04 20:00:00+00:00,48.69,0.491769
2021-05-04 21:00:00+00:00,45.28,0.457328
2021-05-04 22:00:00+00:00,38.4,0.38784
2021-05-04 23:00:00+00:00,28.16,0.284416
2021-05-05 00:00:00+00:00,24.2,0.24442
2021-05-05 01:00:00+00:00,22.37,0.225937
2021-05-05 02:00:00+00:00,22.05,0.222705
2021-05-05 03:00:00+00:00,24.69,0.249369
2021-05-05 04:00:00+00:00,28.76,0.290476
2021-05-05 05:00:00+00:00,32.06,0.323806
2021-05-05 06:00:00+00:00,50.21,0.507121
2021-05-05 07:00:00+00:00,61.05,0.616605
2021-05-05 08:00:00+00:00,63.42,0.640542
2021-05-05 09:00:00+00:00,50.93,0.514393
2021-05-05 10:00:00+00:00,45.89,0.463489
2021-05-05 11:00:00+00:00,39.17,0.395617
2021-05-05 12:00:00+00:00,38.5,0.38885
2021-05-05 13:00:00+00:00,39.53,0.399253
2021-05-05 14:00:00+00:00,38.01,0.383901
2021-05-05 15:00:00+00:00,36.45,0.368145
2021-05-05 16:00:00+00:00,36.38,0.367438
2021-05-05 17:00:00+00:00,43.86,0.442986
2021-05-05 18:00:00+00:00,49.67,0.501667
2021-05-05 19:00:00+00:00,56.74,0.573074
2021-05-05 20:00:00+00:00,57.45,0.580245
2021-05-05 21:00:00+00:00,57.01,0.575801
2021-05-05 22:00:00+00:00,46.29,0.467529
2021-05-05 23:00:00+00:00,38.28,0.386628
2021-05-06 00:00:00+00:00,39.64,0.400364
2021-05-06 01:00:00+00:00,38.98,0.393698
2021-05-06 02:00:00+00:00,36.81,0.371781
2021-05-06 03:00:00+00:00,37.47,0.378447
2021-05-06 04:00:00+00:00,37.24,0.376124
2021-05-06 05:00:00+00:00,45.28,0.457328
2021-05-06 06:00:00+00:00,60.08,0.606808
2021-05-06 07:00:00+00:00,70.7,0.71407
2021-05-06 08:00:00+00:00,66.9,0.67569
2021-05-06 09:00:00+00:00,54.86,0.554086
2021-05-06 10:00:00+00:00,54.93,0.554793
2021-05-06 11:00:00+00:00,55.08,0.556308
2021-05-06 12:00:00+00:00,60.11,0.607111
2021-05-06 13:00:00+00:00,59.01,0.596001
2021-05-06 14:00:00+00:00,58.14,0.587214
2021-05-06 15:00:00+00:00,61.03,0.616403
2021-05-06 16:00:00+00:00,62.88,0.635088
2021-05-06 17:00:00+00:00,70.18,0.708818
2021-05-06 18:00:00+00:00,75.4,0.76154
2021-05-06 19:00:00+00:00,85.26,0.861126
2021-05-06 20:00:00+00:00,79.91,0.807091
2021-05-06 21:00:00+00:00,79.77,0.805677
2021-05-06 22:00:00+00:00,76.91,0.776791
2021-05-06 23:00:00+00:00,62.64,0.632664
2021-05-07 00:00:00+00:00,59.5,0.60095
2021-05-07 01:00:00+00:00,57.83,0.584083
2021-05-07 02:00:00+00:00,56.01,0.565701
2021-05-07 03:00:00+00:00,57.14,0.577114
2021-05-07 04:00:00+00:00,58.03,0.586103
2021-05-07 05:00:00+00:00,66.85,0.675185
2021-05-07 06:00:00+00:00,73.18,0.739118
2021-05-07 07:00:00+00:00,88.43,0.893143
2021-05-07 08:00:00+00:00,98.56,0.995456
2021-05-07 09:00:00+00:00,76.95,0.777195
2021-05-07 10:00:00+00:00,78.75,0.795375
2021-05-07 11:00:00+00:00,76.98,0.777498
2021-05-07 12:00:00+00:00,68.94,0.696294
2021-05-07 13:00:00+00:00,61.75,0.623675
2021-05-07 14:00:00+00:00,53.84,0.543784
2021-05-07 15:00:00+00:00,52.22,0.527422
2021-05-07 16:00:00+00:00,53.06,0.535906
2021-05-07 17:00:00+00:00,55.43,0.559843
2021-05-07 18:00:00+00:00,61.28,0.618928
2021-05-07 19:00:00+00:00,71.13,0.718413
2021-05-07 20:00:00+00:00,59.63,0.602263
2021-05-07 21:00:00+00:00,58.31,0.588931
2021-05-07 22:00:00+00:00,57.99,0.585699
2021-05-07 23:00:00+00:00,53.86,0.543986
2021-05-08 00:00:00+00:00,54.42,0.549642
2021-05-08 01:00:00+00:00,49.69,0.501869
2021-05-08 02:00:00+00:00,48.42,0.489042
2021-05-08 03:00:00+00:00,49.92,0.504192
2021-05-08 04:00:00+00:00,48.91,0.493991
2021-05-08 05:00:00+00:00,52.55,0.530755
2021-05-08 06:00:00+00:00,51.61,0.521261
2021-05-08 07:00:00+00:00,54.27,0.548127
2021-05-08 08:00:00+00:00,55.18,0.557318
2021-05-08 09:00:00+00:00,51.95,0.524695
2021-05-08 10:00:00+00:00,45.95,0.464095
2021-05-08 11:00:00+00:00,41.32,0.417332
2021-05-08 12:00:00+00:00,37,0.3737
2021-05-08 13:00:00+00:00,30.78,0.310878
2021-05-08 14:00:00+00:00,30.07,0.303707
2021-05-08 15:00:00+00:00,30.09,0.303909
2021-05-08 16:00:00+00:00,33.92,0.342592
2021-05-08 17:00:00+00:00,50.06,0.505606
2021-05-08 18:00:00+00:00,53.52,0.540552
2021-05-08 19:00:00+00:00,58.63,0.592163
2021-05-08 20:00:00+00:00,61.53,0.621453
2021-05-08 21:00:00+00:00,58.63,0.592163
2021-05-08 22:00:00+00:00,53.53,0.540653
2021-05-08 23:00:00+00:00,46.83,0.472983
2021-05-09 00:00:00+00:00,37.21,0.375821
2021-05-09 01:00:00+00:00,30.39,0.306939
2021-05-09 02:00:00+00:00,30,0.303
2021-05-09 03:00:00+00:00,29.39,0.296839
2021-05-09 04:00:00+00:00,28.84,0.291284
2021-05-09 05:00:00+00:00,28.42,0.287042
2021-05-09 06:00:00+00:00,27.91,0.281891
2021-05-09 07:00:00+00:00,27.87,0.281487
2021-05-09 08:00:00+00:00,27.85,0.281285
2021-05-09 09:00:00+00:00,28.05,0.283305
2021-05-09 10:00:00+00:00,27.36,0.276336
2021-05-09 11:00:00+00:00,26.38,0.266438
2021-05-09 12:00:00+00:00,24.46,0.247046
2021-05-09 13:00:00+00:00,23.05,0.232805
2021-05-09 14:00:00+00:00,23.05,0.232805
2021-05-09 15:00:00+00:00,23.94,0.241794
2021-05-09 16:00:00+00:00,26.04,0.263004
2021-05-09 17:00:00+00:00,27.31,0.275831
2021-05-09 18:00:00+00:00,37.1,0.37471
2021-05-09 19:00:00+00:00,49.48,0.499748
2021-05-09 20:00:00+00:00,49.38,0.498738
2021-05-09 21:00:00+00:00,48.88,0.493688
2021-05-09 22:00:00+00:00,42.09,0.425109
2021-05-09 23:00:00+00:00,30.34,0.306434
2021-05-10 00:00:00+00:00,25.08,0.253308
2021-05-10 01:00:00+00:00,26.3,0.26563
2021-05-10 02:00:00+00:00,26.42,0.266842
2021-05-10 03:00:00+00:00,27.86,0.281386
2021-05-10 04:00:00+00:00,27.36,0.276336
2021-05-10 05:00:00+00:00,36.11,0.364711
2021-05-10 06:00:00+00:00,51.49,0.520049
2021-05-10 07:00:00+00:00,56.02,0.565802
2021-05-10 08:00:00+00:00,57.78,0.583578
2021-05-10 09:00:00+00:00,54.61,0.551561
2021-05-10 10:00:00+00:00,52.14,0.526614
2021-05-10 11:00:00+00:00,51.47,0.519847
2021-05-10 12:00:00+00:00,50.93,0.514393
2021-05-10 13:00:00+00:00,48.09,0.485709
2021-05-10 14:00:00+00:00,48.74,0.492274
2021-05-10 15:00:00+00:00,51.54,0.520554
2021-05-10 16:00:00+00:00,51.91,0.524291
2021-05-10 17:00:00+00:00,52.69,0.532169
2021-05-10 18:00:00+00:00,53.18,0.537118
2021-05-10 19:00:00+00:00,52.09,0.526109
2021-05-10 20:00:00+00:00,42.86,0.432886
2021-05-10 21:00:00+00:00,36.44,0.368044
2021-05-10 22:00:00+00:00,28.9,0.29189
2021-05-10 23:00:00+00:00,25.01,0.252601
2021-05-11 00:00:00+00:00,20.43,0.206343
2021-05-11 01:00:00+00:00,19.56,0.197556
2021-05-11 02:00:00+00:00,18.94,0.191294
2021-05-11 03:00:00+00:00,18.77,0.189577
2021-05-11 04:00:00+00:00,19.08,0.192708
2021-05-11 05:00:00+00:00,22.21,0.224321
2021-05-11 06:00:00+00:00,39.91,0.403091
2021-05-11 07:00:00+00:00,49.35,0.498435
2021-05-11 08:00:00+00:00,49.6,0.50096
2021-05-11 09:00:00+00:00,52.91,0.534391
2021-05-11 10:00:00+00:00,54.91,0.554591
2021-05-11 11:00:00+00:00,52.73,0.532573
2021-05-11 12:00:00+00:00,55.59,0.561459
2021-05-11 13:00:00+00:00,55.04,0.555904
2021-05-11 14:00:00+00:00,52.65,0.531765
2021-05-11 15:00:00+00:00,47.55,0.480255
2021-05-11 16:00:00+00:00,44.6,0.45046
2021-05-11 17:00:00+00:00,50.01,0.505101
2021-05-11 18:00:00+00:00,55.2,0.55752
2021-05-11 19:00:00+00:00,55.06,0.556106
2021-05-11 20:00:00+00:00,41.11,0.415211
2021-05-11 21:00:00+00:00,34.67,0.350167
2021-05-11 22:00:00+00:00,28.43,0.287143
2021-05-11 23:00:00+00:00,23.65,0.238865
2021-05-12 00:00:00+00:00,22.34,0.225634
2021-05-12 01:00:00+00:00,22,0.2222
2021-05-12 02:00:00+00:00,21.8,0.22018
2021-05-12 03:00:00+00:00,21.76,0.219776
2021-05-12 04:00:00+00:00,22.38,0.226038
2021-05-12 05:00:00+00:00,28.47,0.287547
2021-05-12 06:00:00+00:00,52.06,0.525806
2021-05-12 07:00:00+00:00,54.8,0.55348
2021-05-12 08:00:00+00:00,55.96,0.565196
2021-05-12 09:00:00+00:00,55.69,0.562469
2021-05-12 10:00:00+00:00,55.04,0.555904
2021-05-12 11:00:00+00:00,55.21,0.557621
2021-05-12 12:00:00+00:00,54.86,0.554086
2021-05-12 13:00:00+00:00,52.03,0.525503
2021-05-12 14:00:00+00:00,44.07,0.445107
2021-05-12 15:00:00+00:00,39.2,0.39592
2021-05-12 16:00:00+00:00,36.71,0.370771
2021-05-12 17:00:00+00:00,40.98,0.413898
2021-05-12 18:00:00+00:00,38.99,0.393799
2021-05-12 19:00:00+00:00,38.72,0.391072
2021-05-12 20:00:00+00:00,39.2,0.39592
2021-05-12 21:00:00+00:00,35.1,0.35451
2021-05-12 22:00:00+00:00,26.37,0.266337
2021-05-12 23:00:00+00:00,22.95,0.231795
2021-05-13 00:00:00+00:00,21.43,0.216443
2021-05-13 01:00:00+00:00,20.42,0.206242
2021-05-13 02:00:00+00:00,20.18,0.203818
2021-05-13 03:00:00+00:00,20.5,0.20705
2021-05-13 04:00:00+00:00,20.54,0.207454
2021-05-13 05:00:00+00:00,21.76,0.219776
2021-05-13 06:00:00+00:00,31.02,0.313302
2021-05-13 07:00:00+00:00,35.08,0.354308
2021-05-13 08:00:00+00:00,35.89,0.362489
2021-05-13 09:00:00+00:00,37.22,0.375922
2021-05-13 10:00:00+00:00,38.34,0.387234
2021-05-13 11:00:00+00:00,37.92,0.382992
2021-05-13 12:00:00+00:00,36.1,0.36461
2021-05-13 13:00:00+00:00,35.07,0.354207
2021-05-13 14:00:00+00:00,31.44,0.317544
2021-05-13 15:00:00+00:00,30.09,0.303909
2021-05-13 16:00:00+00:00,30.74,0.310474
2021-05-13 17:00:00+00:00,35.04,0.353904
2021-05-13 18:00:00+00:00,35.07,0.354207
2021-05-13 19:00:00+00:00,34.97,0.353197
2021-05-13 20:00:00+00:00,31.94,0.322594
2021-05-13 21:00:00+00:00,30.85,0.311585
2021-05-13 22:00:00+00:00,24.05,0.242905
2021-05-13 23:00:00+00:00,21.37,0.215837
2021-05-14 00:00:00+00:00,21.63,0.218463
2021-05-14 01:00:00+00:00,21.96,0.221796
2021-05-14 02:00:00+00:00,21.49,0.217049
2021-05-14 03:00:00+00:00,21.33,0.215433
2021-05-14 04:00:00+00:00,21.36,0.215736
2021-05-14 05:00:00+00:00,23.44,0.236744
2021-05-14 06:00:00+00:00,30.05,0.303505
2021-05-14 07:00:00+00:00,32.85,0.331785
2021-05-14 08:00:00+00:00,33.45,0.337845
2021-05-14 09:00:00+00:00,33.61,0.339461
2021-05-14 10:00:00+00:00,33.63,0.339663
2021-05-14 11:00:00+00:00,33.49,0.338249
2021-05-14 12:00:00+00:00,33.46,0.337946
2021-05-14 13:00:00+00:00,33.24,0.335724
2021-05-14 14:00:00+00:00,32.78,0.331078
2021-05-14 15:00:00+00:00,31.55,0.318655
2021-05-14 16:00:00+00:00,30.68,0.309868
2021-05-14 17:00:00+00:00,31.75,0.320675
2021-05-14 18:00:00+00:00,31.83,0.321483
2021-05-14 19:00:00+00:00,30.95,0.312595
2021-05-14 20:00:00+00:00,29.74,0.300374
2021-05-14 21:00:00+00:00,27.01,0.272801
2021-05-14 22:00:00+00:00,22.99,0.232199
2021-05-14 23:00:00+00:00,21.06,0.212706
2021-05-15 00:00:00+00:00,21.52,0.217352
2021-05-15 01:00:00+00:00,20.09,0.202909
2021-05-15 02:00:00+00:00,14,0.1414
2021-05-15 03:00:00+00:00,11.98,0.120998
2021-05-15 04:00:00+00:00,10,0.101
2021-05-15 05:00:00+00:00,10.05,0.101505
2021-05-15 06:00:00+00:00,13.82,0.139582
2021-05-15 07:00:00+00:00,20.69,0.208969
2021-05-15 08:00:00+00:00,22.12,0.223412
2021-05-15 09:00:00+00:00,24.03,0.242703
2021-05-15 10:00:00+00:00,24.71,0.249571
2021-05-15 11:00:00+00:00,24.6,0.24846
2021-05-15 12:00:00+00:00,24.44,0.246844
2021-05-15 13:00:00+00:00,24.04,0.242804
2021-05-15 14:00:00+00:00,23.36,0.235936
2021-05-15 15:00:00+00:00,23.43,0.236643
2021-05-15 16:00:00+00:00,24.69,0.249369
2021-05-15 17:00:00+00:00,27.49,0.277649
2021-05-15 18:00:00+00:00,28.15,0.284315
2021-05-15 19:00:00+00:00,27.51,0.277851
2021-05-15 20:00:00+00:00,26.31,0.265731
2021-05-15 21:00:00+00:00,26.15,0.264115
2021-05-15 22:00:00+00:00,23.71,0.239471
2021-05-15 23:00:00+00:00,21.77,0.219877
2021-05-16 00:00:00+00:00,20.77,0.209777
2021-05-16 01:00:00+00:00,20.61,0.208161
2021-05-16 02:00:00+00:00,21.83,0.220483
2021-05-16 03:00:00+00:00,21.96,0.221796
2021-05-16 04:00:00+00:00,21.89,0.221089
2021-05-16 05:00:00+00:00,22.01,0.222301
2021-05-16 06:00:00+00:00,20.91,0.211191
2021-05-16 07:00:00+00:00,21.98,0.221998
2021-05-16 08:00:00+00:00,23.57,0.238057
2021-05-16 09:00:00+00:00,27,0.2727
2021-05-16 10:00:00+00:00,24.22,0.244622
2021-05-16 11:00:00+00:00,28.5,0.28785
2021-05-16 12:00:00+00:00,23.59,0.238259
2021-05-16 13:00:00+00:00,15.34,0.154934
2021-05-16 14:00:00+00:00,13.48,0.136148
2021-05-16 15:00:00+00:00,20.42,0.206242
2021-05-16 16:00:00+00:00,22.93,0.231593
2021-05-16 17:00:00+00:00,33.94,0.342794
2021-05-16 18:00:00+00:00,34.66,0.350066
2021-05-16 19:00:00+00:00,37.03,0.374003
2021-05-16 20:00:00+00:00,37.16,0.375316
2021-05-16 21:00:00+00:00,35.63,0.359863
2021-05-16 22:00:00+00:00,33.53,0.338653
2021-05-16 23:00:00+00:00,33.01,0.333401
2021-05-17 00:00:00+00:00,23.56,0.237956
2021-05-17 01:00:00+00:00,23.45,0.236845
2021-05-17 02:00:00+00:00,23.67,0.239067
2021-05-17 03:00:00+00:00,24.27,0.245127
2021-05-17 04:00:00+00:00,25.36,0.256136
2021-05-17 05:00:00+00:00,35.55,0.359055
2021-05-17 06:00:00+00:00,37.08,0.374508
2021-05-17 07:00:00+00:00,45.99,0.464499
2021-05-17 08:00:00+00:00,49.85,0.503485
2021-05-17 09:00:00+00:00,50.2,0.50702
2021-05-17 10:00:00+00:00,48.84,0.493284
2021-05-17 11:00:00+00:00,45.98,0.464398
2021-05-17 12:00:00+00:00,40.95,0.413595
2021-05-17 13:00:00+00:00,38.81,0.391981
2021-05-17 14:00:00+00:00,37.94,0.383194
2021-05-17 15:00:00+00:00,36.67,0.370367
2021-05-17 16:00:00+00:00,35.49,0.358449
2021-05-17 17:00:00+00:00,35.86,0.362186
2021-05-17 18:00:00+00:00,38.01,0.383901
2021-05-17 19:00:00+00:00,39.94,0.403394
2021-05-17 20:00:00+00:00,40.53,0.409353
2021-05-17 21:00:00+00:00,33.9,0.34239
2021-05-17 22:00:00+00:00,31.96,0.322796
2021-05-17 23:00:00+00:00,26.81,0.270781
2021-05-18 00:00:00+00:00,23.09,0.233209
2021-05-18 01:00:00+00:00,22.45,0.226745
2021-05-18 02:00:00+00:00,22.31,0.225331
2021-05-18 03:00:00+00:00,22.62,0.228462
2021-05-18 04:00:00+00:00,22.93,0.231593
2021-05-18 05:00:00+00:00,28.4,0.28684
2021-05-18 06:00:00+00:00,29.92,0.302192
2021-05-18 07:00:00+00:00,33.88,0.342188
2021-05-18 08:00:00+00:00,37,0.3737
2021-05-18 09:00:00+00:00,35.02,0.353702
2021-05-18 10:00:00+00:00,34.22,0.345622
2021-05-18 11:00:00+00:00,34.23,0.345723
2021-05-18 12:00:00+00:00,34.29,0.346329
2021-05-18 13:00:00+00:00,37.03,0.374003
2021-05-18 14:00:00+00:00,37.95,0.383295
2021-05-18 15:00:00+00:00,38.97,0.393597
2021-05-18 16:00:00+00:00,38.8,0.39188
2021-05-18 17:00:00+00:00,40.37,0.407737
2021-05-18 18:00:00+00:00,41.24,0.416524
2021-05-18 19:00:00+00:00,45.96,0.464196
2021-05-18 20:00:00+00:00,41,0.4141
2021-05-18 21:00:00+00:00,39.96,0.403596
2021-05-18 22:00:00+00:00,36.74,0.371074
2021-05-18 23:00:00+00:00,33.31,0.336431
2021-05-19 00:00:00+00:00,32.91,0.332391
2021-05-19 01:00:00+00:00,31.98,0.322998
2021-05-19 02:00:00+00:00,31.8,0.32118
2021-05-19 03:00:00+00:00,31.43,0.317443
2021-05-19 04:00:00+00:00,31.96,0.322796
2021-05-19 05:00:00+00:00,32.22,0.325422
2021-05-19 06:00:00+00:00,34.39,0.347339
2021-05-19 07:00:00+00:00,78.99,0.797799
2021-05-19 08:00:00+00:00,88.18,0.890618
2021-05-19 09:00:00+00:00,87.18,0.880518
2021-05-19 10:00:00+00:00,82.62,0.834462
2021-05-19 11:00:00+00:00,81.96,0.827796
2021-05-19 12:00:00+00:00,75.9,0.76659
2021-05-19 13:00:00+00:00,70.08,0.707808
2021-05-19 14:00:00+00:00,55.8,0.56358
2021-05-19 15:00:00+00:00,54.62,0.551662
2021-05-19 16:00:00+00:00,54.41,0.549541
2021-05-19 17:00:00+00:00,43.92,0.443592
2021-05-19 18:00:00+00:00,43.79,0.442279
2021-05-19 19:00:00+00:00,44.95,0.453995
2021-05-19 20:00:00+00:00,45.45,0.459045
2021-05-19 21:00:00+00:00,44.34,0.447834
2021-05-19 22:00:00+00:00,35.89,0.362489
2021-05-19 23:00:00+00:00,24.3,0.24543
2021-05-20 00:00:00+00:00,19.06,0.192506
2021-05-20 01:00:00+00:00,15.91,0.160691
2021-05-20 02:00:00+00:00,15.8,0.15958
2021-05-20 03:00:00+00:00,15.83,0.159883
2021-05-20 04:00:00+00:00,15.77,0.159277
2021-05-20 05:00:00+00:00,21.66,0.218766
2021-05-20 06:00:00+00:00,25.84,0.260984
2021-05-20 07:00:00+00:00,29.78,0.300778
2021-05-20 08:00:00+00:00,34.68,0.350268
2021-05-20 09:00:00+00:00,34.69,0.350369
2021-05-20 10:00:00+00:00,34.87,0.352187
2021-05-20 11:00:00+00:00,34.64,0.349864
2021-05-20 12:00:00+00:00,30,0.303
2021-05-20 13:00:00+00:00,29.65,0.299465
2021-05-20 14:00:00+00:00,29.06,0.293506
2021-05-20 15:00:00+00:00,28.6,0.28886
2021-05-20 16:00:00+00:00,28.15,0.284315
2021-05-20 17:00:00+00:00,42.86,0.432886
2021-05-20 18:00:00+00:00,43.62,0.440562
2021-05-20 19:00:00+00:00,43.98,0.444198
2021-05-20 20:00:00+00:00,47.82,0.482982
2021-05-20 21:00:00+00:00,47.97,0.484497
2021-05-20 22:00:00+00:00,39.6,0.39996
2021-05-20 23:00:00+00:00,24.71,0.249571
2021-05-21 00:00:00+00:00,20.51,0.207151
2021-05-21 01:00:00+00:00,20.15,0.203515
2021-05-21 02:00:00+00:00,16.95,0.171195
2021-05-21 03:00:00+00:00,9.74,0.098374
2021-05-21 04:00:00+00:00,9.88,0.099788
2021-05-21 05:00:00+00:00,20.49,0.206949
2021-05-21 06:00:00+00:00,35.17,0.355217
2021-05-21 07:00:00+00:00,40.35,0.407535
2021-05-21 08:00:00+00:00,41.17,0.415817
2021-05-21 09:00:00+00:00,41.05,0.414605
2021-05-21 10:00:00+00:00,38.94,0.393294
2021-05-21 11:00:00+00:00,25.34,0.255934
2021-05-21 12:00:00+00:00,22.1,0.22321
2021-05-21 13:00:00+00:00,20.31,0.205131
2021-05-21 14:00:00+00:00,17.42,0.175942
2021-05-21 15:00:00+00:00,16.82,0.169882
2021-05-21 16:00:00+00:00,14.28,0.144228
2021-05-21 17:00:00+00:00,21.12,0.213312
2021-05-21 18:00:00+00:00,34.07,0.344107
2021-05-21 19:00:00+00:00,33.69,0.340269
2021-05-21 20:00:00+00:00,26.41,0.266741
2021-05-21 21:00:00+00:00,26.02,0.262802
2021-05-21 22:00:00+00:00,23.32,0.235532
2021-05-21 23:00:00+00:00,20.7,0.20907
2021-05-22 00:00:00+00:00,20.04,0.202404
2021-05-22 01:00:00+00:00,16.78,0.169478
2021-05-22 02:00:00+00:00,15.83,0.159883
2021-05-22 03:00:00+00:00,15.27,0.154227
2021-05-22 04:00:00+00:00,14.08,0.142208
2021-05-22 05:00:00+00:00,14.01,0.141501
2021-05-22 06:00:00+00:00,16.13,0.162913
2021-05-22 07:00:00+00:00,17.12,0.172912
2021-05-22 08:00:00+00:00,18.21,0.183921
2021-05-22 09:00:00+00:00,18.6,0.18786
2021-05-22 10:00:00+00:00,20.05,0.202505
2021-05-22 11:00:00+00:00,21.08,0.212908
2021-05-22 12:00:00+00:00,19.72,0.199172
2021-05-22 13:00:00+00:00,17.83,0.180083
2021-05-22 14:00:00+00:00,17.15,0.173215
2021-05-22 15:00:00+00:00,16.6,0.16766
2021-05-22 16:00:00+00:00,17.19,0.173619
2021-05-22 17:00:00+00:00,22.36,0.225836
2021-05-22 18:00:00+00:00,19.09,0.192809
2021-05-22 19:00:00+00:00,28.95,0.292395
2021-05-22 20:00:00+00:00,28.39,0.286739
2021-05-22 21:00:00+00:00,25.25,0.255025
2021-05-22 22:00:00+00:00,23.15,0.233815
2021-05-22 23:00:00+00:00,21.93,0.221493
2021-05-23 00:00:00+00:00,23.24,0.234724
2021-05-23 01:00:00+00:00,15.47,0.156247
2021-05-23 02:00:00+00:00,16.82,0.169882
2021-05-23 03:00:00+00:00,7.35,0.074235
2021-05-23 04:00:00+00:00,10.31,0.104131
2021-05-23 05:00:00+00:00,5.08,0.051308
2021-05-23 06:00:00+00:00,5.03,0.050803
2021-05-23 07:00:00+00:00,14.96,0.151096
2021-05-23 08:00:00+00:00,13.57,0.137057
2021-05-23 09:00:00+00:00,14.19,0.143319
2021-05-23 10:00:00+00:00,14.62,0.147662
2021-05-23 11:00:00+00:00,16.03,0.161903
2021-05-23 12:00:00+00:00,16.6,0.16766
2021-05-23 13:00:00+00:00,17.2,0.17372
2021-05-23 14:00:00+00:00,17.58,0.177558
2021-05-23 15:00:00+00:00,17.82,0.179982
2021-05-23 16:00:00+00:00,18.16,0.183416
2021-05-23 17:00:00+00:00,26.13,0.263913
2021-05-23 18:00:00+00:00,35.62,0.359762
2021-05-23 19:00:00+00:00,35.64,0.359964
2021-05-23 20:00:00+00:00,35.56,0.359156
2021-05-23 21:00:00+00:00,35.18,0.355318
2021-05-23 22:00:00+00:00,30.14,0.304414
2021-05-23 23:00:00+00:00,28.81,0.290981
2021-05-24 00:00:00+00:00,30.45,0.307545
2021-05-24 01:00:00+00:00,25.02,0.252702
2021-05-24 02:00:00+00:00,20.22,0.204222
2021-05-24 03:00:00+00:00,15.65,0.158065
2021-05-24 04:00:00+00:00,11.97,0.120897
2021-05-24 05:00:00+00:00,17.03,0.172003
2021-05-24 06:00:00+00:00,24.34,0.245834
2021-05-24 07:00:00+00:00,34.59,0.349359
2021-05-24 08:00:00+00:00,37.19,0.375619
2021-05-24 09:00:00+00:00,37.96,0.383396
2021-05-24 10:00:00+00:00,38.5,0.38885
2021-05-24 11:00:00+00:00,38.47,0.388547
2021-05-24 12:00:00+00:00,37.74,0.381174
2021-05-24 13:00:00+00:00,37.92,0.382992
2021-05-24 14:00:00+00:00,35.76,0.361176
2021-05-24 15:00:00+00:00,37.46,0.378346
2021-05-24 16:00:00+00:00,36.93,0.372993
2021-05-24 17:00:00+00:00,36.35,0.367135
2021-05-24 18:00:00+00:00,35.1,0.35451
2021-05-24 19:00:00+00:00,35.14,0.354914
2021-05-24 20:00:00+00:00,36.54,0.369054
2021-05-24 21:00:00+00:00,35.03,0.353803
2021-05-24 22:00:00+00:00,30.42,0.307242
2021-05-24 23:00:00+00:00,24.55,0.247955
2021-05-25 00:00:00+00:00,27.18,0.274518
2021-05-25 01:00:00+00:00,26.16,0.264216
2021-05-25 02:00:00+00:00,25.09,0.253409
2021-05-25 03:00:00+00:00,25.33,0.255833
2021-05-25 04:00:00+00:00,26.33,0.265933
2021-05-25 05:00:00+00:00,28.22,0.285022
2021-05-25 06:00:00+00:00,29.97,0.302697
2021-05-25 07:00:00+00:00,34.75,0.350975
2021-05-25 08:00:00+00:00,39.42,0.398142
2021-05-25 09:00:00+00:00,44.91,0.453591
2021-05-25 10:00:00+00:00,44.77,0.452177
2021-05-25 11:00:00+00:00,39.99,0.403899
2021-05-25 12:00:00+00:00,39.93,0.403293
2021-05-25 13:00:00+00:00,39.39,0.397839
2021-05-25 14:00:00+00:00,39.38,0.397738
2021-05-25 15:00:00+00:00,37.95,0.383295
2021-05-25 16:00:00+00:00,36.94,0.373094
2021-05-25 17:00:00+00:00,34.78,0.351278
2021-05-25 18:00:00+00:00,34.71,0.350571
2021-05-25 19:00:00+00:00,34.72,0.350672
2021-05-25 20:00:00+00:00,34.43,0.347743
2021-05-25 21:00:00+00:00,34.27,0.346127
2021-05-25 22:00:00+00:00,31.46,0.317746
2021-05-25 23:00:00+00:00,28.24,0.285224
2021-05-26 00:00:00+00:00,22.62,0.228462
2021-05-26 01:00:00+00:00,21.26,0.214726
2021-05-26 02:00:00+00:00,20.51,0.207151
2021-05-26 03:00:00+00:00,20.25,0.204525
