;;1kw;2kw;3kw;5kw;;;;;
20.04.2020 16:00;;0.216;0.431;0.647;1.079;;;;;
20.04.2020 17:00;;0.045;0.091;0.136;0.227;;;;;
20.04.2020 18:00;;0.007;0.014;0.02;0.034;;;;;
20.04.2020 19:00;;0;0;0;0;;;;;
20.04.2020 20:00;;0;0;0;0;;;;;
20.04.2020 21:00;;0;0;0;0;;;;;
20.04.2020 22:00;;0;0;0;0;;;;;
20.04.2020 23:00;;0;0;0;0;;;;;
21.04.2020 00:00;;0;0;0;0;;;;;
21.04.2020 01:00;;0;0;0;0;;;;;
21.04.2020 02:00;;0;0;0;0;;;;;
21.04.2020 03:00;;0;0;0;0;;;;;
21.04.2020 04:00;;0.018;0.035;0.053;0.088;;;;;
21.04.2020 05:00;;0.109;0.218;0.327;0.546;;;;;
21.04.2020 06:00;;0.302;0.604;0.906;1.51;;;;;
21.04.2020 07:00;;0.489;0.978;1.468;2.446;;;;;
21.04.2020 08:00;;0.639;1.278;1.917;3.195;;;;;
21.04.2020 09:00;;0.742;1.485;2.227;3.711;;;;;
21.04.2020 10:00;;0.797;1.594;2.391;3.985;;;;;
21.04.2020 11:00;;0.806;1.613;2.419;4.031;;;;;
21.04.2020 12:00;;0.771;1.541;2.312;3.853;;;;;
21.04.2020 13:00;;0.691;1.381;2.072;3.452;;;;;
21.04.2020 14:00;;0.565;1.13;1.695;2.825;;;;;
21.04.2020 15:00;;0.399;0.797;1.196;1.993;;;;;
21.04.2020 16:00;;0.21;0.419;0.629;1.048;;;;;
21.04.2020 17:00;;0.046;0.092;0.138;0.23;;;;;
21.04.2020 18:00;;0.009;0.017;0.026;0.043;;;;;
21.04.2020 19:00;;0;0;0;0;;;;;
21.04.2020 20:00;;0;0;0;0;;;;;
21.04.2020 21:00;;0;0;0;0;;;;;
21.04.2020 22:00;;0;0;0;0;;;;;
21.04.2020 23:00;;0;0;0;0;;;;;
22.04.2020 00:00;;0;0;0;0;;;;;
22.04.2020 01:00;;0;0;0;0;;;;;
22.04.2020 02:00;;0;0;0;0;;;;;
22.04.2020 03:00;;0;0;0;0;;;;;
22.04.2020 04:00;;0.024;0.048;0.072;0.121;;;;;
22.04.2020 05:00;;0.105;0.21;0.315;0.524;;;;;
22.04.2020 06:00;;0.259;0.518;0.778;1.296;;;;;
22.04.2020 07:00;;0.412;0.824;1.236;2.06;;;;;
22.04.2020 08:00;;0.476;0.952;1.428;2.379;;;;;
22.04.2020 09:00;;0.495;0.99;1.485;2.474;;;;;
22.04.2020 10:00;;0.469;0.939;1.408;2.347;;;;;
22.04.2020 11:00;;0.379;0.758;1.136;1.893;;;;;
22.04.2020 12:00;;0.286;0.573;0.859;1.432;;;;;
22.04.2020 13:00;;0.219;0.437;0.656;1.093;;;;;
22.04.2020 14:00;;0.174;0.347;0.521;0.868;;;;;
22.04.2020 15:00;;0.167;0.335;0.502;0.837;;;;;
22.04.2020 16:00;;0.156;0.313;0.469;0.782;;;;;
22.04.2020 17:00;;0.058;0.115;0.173;0.289;;;;;
22.04.2020 18:00;;0.009;0.018;0.027;0.045;;;;;
22.04.2020 19:00;;0;0;0;0;;;;;
22.04.2020 20:00;;0;0;0;0;;;;;
22.04.2020 21:00;;0;0;0;0;;;;;
22.04.2020 22:00;;0;0;0;0;;;;;
22.04.2020 23:00;;0;0;0;0;;;;;
23.04.2020 00:00;;0;0;0;0;;;;;
23.04.2020 01:00;;0;0;0;0;;;;;
23.04.2020 02:00;;0;0;0;0;;;;;
23.04.2020 03:00;;0;0;0;0;;;;;
23.04.2020 04:00;;0.01;0.02;0.029;0.049;;;;;
23.04.2020 05:00;;0.023;0.047;0.07;0.117;;;;;
23.04.2020 06:00;;0.045;0.089;0.134;0.223;;;;;
23.04.2020 07:00;;0.086;0.172;0.258;0.43;;;;;
23.04.2020 08:00;;0.132;0.263;0.395;0.658;;;;;
23.04.2020 09:00;;0.276;0.553;0.829;1.381;;;;;
23.04.2020 10:00;;0.502;1.005;1.507;2.511;;;;;
23.04.2020 11:00;;0.478;0.957;1.435;2.39;;;;;
23.04.2020 12:00;;0.329;0.658;0.987;1.645;;;;;
23.04.2020 13:00;;0.144;0.287;0.431;0.718;;;;;
23.04.2020 14:00;;0.103;0.206;0.309;0.515;;;;;
23.04.2020 15:00;;0.062;0.124;0.185;0.309;;;;;
23.04.2020 16:00;;0.033;0.065;0.098;0.163;;;;;
23.04.2020 17:00;;0.01;0.019;0.029;0.048;;;;;
23.04.2020 18:00;;0;0;0;0;;;;;
23.04.2020 19:00;;0;0;0;0;;;;;
23.04.2020 20:00;;0;0;0;0;;;;;
23.04.2020 21:00;;0;0;0;0;;;;;
23.04.2020 22:00;;0;0;0;0;;;;;
23.04.2020 23:00;;0;0;0;0;;;;;
24.04.2020 00:00;;0;0;0;0;;;;;
24.04.2020 01:00;;0;0;0;0;;;;;
24.04.2020 02:00;;0;0;0;0;;;;;
24.04.2020 03:00;;0;0;0;0;;;;;
24.04.2020 04:00;;0.005;0.009;0.014;0.023;;;;;
24.04.2020 05:00;;0.025;0.051;0.076;0.127;;;;;
24.04.2020 06:00;;0.069;0.138;0.207;0.345;;;;;
24.04.2020 07:00;;0.084;0.169;0.253;0.422;;;;;
24.04.2020 08:00;;0.137;0.274;0.411;0.686;;;;;
24.04.2020 09:00;;0.256;0.513;0.769;1.282;;;;;
24.04.2020 10:00;;0.402;0.805;1.207;2.012;;;;;
24.04.2020 11:00;;0.505;1.01;1.515;2.525;;;;;
24.04.2020 12:00;;0.497;0.994;1.491;2.485;;;;;
24.04.2020 13:00;;0.443;0.885;1.328;2.214;;;;;
24.04.2020 14:00;;0.321;0.643;0.964;1.608;;;;;
24.04.2020 15:00;;0.225;0.45;0.676;1.127;;;;;
24.04.2020 16:00;;0.155;0.309;0.464;0.773;;;;;
24.04.2020 17:00;;0.066;0.131;0.197;0.328;;;;;
24.04.2020 18:00;;0.01;0.02;0.031;0.051;;;;;
24.04.2020 19:00;;0;0;0;0;;;;;
24.04.2020 20:00;;0;0;0;0;;;;;
24.04.2020 21:00;;0;0;0;0;;;;;
24.04.2020 22:00;;0;0;0;0;;;;;
24.04.2020 23:00;;0;0;0;0;;;;;
25.04.2020 00:00;;0;0;0;0;;;;;
25.04.2020 01:00;;0;0;0;0;;;;;
25.04.2020 02:00;;0;0;0;0;;;;;
25.04.2020 03:00;;0;0;0;0;;;;;
25.04.2020 04:00;;0.003;0.006;0.009;0.015;;;;;
25.04.2020 05:00;;0.013;0.025;0.038;0.063;;;;;
25.04.2020 06:00;;0.034;0.067;0.101;0.168;;;;;
25.04.2020 07:00;;0.054;0.108;0.162;0.27;;;;;
25.04.2020 08:00;;0.092;0.184;0.276;0.46;;;;;
25.04.2020 09:00;;0.165;0.329;0.494;0.823;;;;;
25.04.2020 10:00;;0.271;0.541;0.812;1.352;;;;;
25.04.2020 11:00;;0.33;0.66;0.99;1.65;;;;;
25.04.2020 12:00;;0.323;0.647;0.97;1.616;;;;;
25.04.2020 13:00;;0.292;0.584;0.876;1.46;;;;;
25.04.2020 14:00;;0.242;0.485;0.727;1.211;;;;;
25.04.2020 15:00;;0.169;0.338;0.507;0.844;;;;;
25.04.2020 16:00;;0.101;0.202;0.303;0.504;;;;;
25.04.2020 17:00;;0.033;0.066;0.1;0.166;;;;;
25.04.2020 18:00;;0.001;0.003;0.004;0.007;;;;;
25.04.2020 19:00;;0;0;0;0;;;;;
25.04.2020 20:00;;0;0;0;0;;;;;
25.04.2020 21:00;;0;0;0;0;;;;;
25.04.2020 22:00;;0;0;0;0;;;;;
25.04.2020 23:00;;0;0;0;0;;;;;
26.04.2020 00:00;;0;0;0;0;;;;;
26.04.2020 01:00;;0;0;0;0;;;;;
26.04.2020 02:00;;0;0;0;0;;;;;
26.04.2020 03:00;;0;0;0;0;;;;;
26.04.2020 04:00;;0.028;0.056;0.085;0.141;;;;;
26.04.2020 05:00;;0.1;0.199;0.299;0.498;;;;;
26.04.2020 06:00;;0.221;0.442;0.663;1.105;;;;;
26.04.2020 07:00;;0.343;0.686;1.029;1.715;;;;;
26.04.2020 08:00;;0.444;0.888;1.331;2.219;;;;;
26.04.2020 09:00;;0.56;1.121;1.681;2.802;;;;;
26.04.2020 10:00;;0.641;1.281;1.922;3.203;;;;;
26.04.2020 11:00;;0.729;1.458;2.187;3.645;;;;;
26.04.2020 12:00;;0.698;1.396;2.093;3.489;;;;;
26.04.2020 13:00;;0.568;1.136;1.704;2.839;;;;;
26.04.2020 14:00;;0.435;0.871;1.306;2.176;;;;;
26.04.2020 15:00;;0.308;0.616;0.925;1.541;;;;;
26.04.2020 16:00;;0.167;0.334;0.501;0.835;;;;;
26.04.2020 17:00;;0.063;0.127;0.19;0.317;;;;;
26.04.2020 18:00;;0.017;0.034;0.05;0.084;;;;;
26.04.2020 19:00;;0;0;0;0;;;;;
26.04.2020 20:00;;0;0;0;0;;;;;
26.04.2020 21:00;;0;0;0;0;;;;;
26.04.2020 22:00;;0;0;0;0;;;;;
26.04.2020 23:00;;0;0;0;0;;;;;
27.04.2020 00:00;;0;0;0;0;;;;;
27.04.2020 01:00;;0;0;0;0;;;;;
27.04.2020 02:00;;0;0;0;0;;;;;
27.04.2020 03:00;;0.001;0.002;0.002;0.004;;;;;
27.04.2020 04:00;;0.032;0.065;0.097;0.162;;;;;
27.04.2020 05:00;;0.117;0.235;0.352;0.587;;;;;
27.04.2020 06:00;;0.273;0.547;0.82;1.367;;;;;
27.04.2020 07:00;;0.451;0.902;1.353;2.255;;;;;
27.04.2020 08:00;;0.594;1.188;1.782;2.97;;;;;
27.04.2020 09:00;;0.65;1.299;1.949;3.249;;;;;
27.04.2020 10:00;;0.61;1.221;1.831;3.053;;;;;
27.04.2020 11:00;;0.509;1.018;1.527;2.545;;;;;
27.04.2020 12:00;;0.379;0.759;1.138;1.897;;;;;
27.04.2020 13:00;;0.395;0.79;1.185;1.975;;;;;
27.04.2020 14:00;;0.327;0.654;0.981;1.636;;;;;
27.04.2020 15:00;;0.232;0.464;0.695;1.159;;;;;
27.04.2020 16:00;;0.15;0.299;0.449;0.748;;;;;
27.04.2020 17:00;;0.065;0.131;0.196;0.326;;;;;
27.04.2020 18:00;;0.018;0.035;0.053;0.088;;;;;
27.04.2020 19:00;;0;0;0;0;;;;;
27.04.2020 20:00;;0;0;0;0;;;;;
27.04.2020 21:00;;0;0;0;0;;;;;
27.04.2020 22:00;;0;0;0;0;;;;;
27.04.2020 23:00;;0;0;0;0;;;;;
28.04.2020 00:00;;0;0;0;0;;;;;
28.04.2020 01:00;;0;0;0;0;;;;;
28.04.2020 02:00;;0;0;0;0;;;;;
28.04.2020 03:00;;0.001;0.002;0.003;0.005;;;;;
28.04.2020 04:00;;0.032;0.064;0.097;0.161;;;;;
28.04.2020 05:00;;0.107;0.214;0.321;0.534;;;;;
28.04.2020 06:00;;0.244;0.489;0.733;1.222;;;;;
28.04.2020 07:00;;0.424;0.847;1.271;2.119;;;;;
28.04.2020 08:00;;0.603;1.206;1.808;3.014;;;;;
28.04.2020 09:00;;0.641;1.282;1.923;3.205;;;;;
28.04.2020 10:00;;0.634;1.267;1.901;3.168;;;;;
28.04.2020 11:00;;0.573;1.146;1.718;2.864;;;;;
28.04.2020 12:00;;0.568;1.137;1.705;2.841;;;;;
28.04.2020 13:00;;0.553;1.105;1.658;2.762;;;;;
28.04.2020 14:00;;0.468;0.936;1.405;2.341;;;;;
28.04.2020 15:00;;0.339;0.677;1.016;1.693;;;;;
28.04.2020 16:00;;0.177;0.354;0.53;0.884;;;;;
28.04.2020 17:00;;0.066;0.132;0.197;0.329;;;;;
28.04.2020 18:00;;0.02;0.039;0.059;0.098;;;;;
28.04.2020 19:00;;0;0;0;0;;;;;
28.04.2020 20:00;;0;0;0;0;;;;;
28.04.2020 21:00;;0;0;0;0;;;;;
28.04.2020 22:00;;0;0;0;0;;;;;
28.04.2020 23:00;;0;0;0;0;;;;;
29.04.2020 00:00;;0;0;0;0;;;;;
29.04.2020 01:00;;0;0;0;0;;;;;
29.04.2020 02:00;;0;0;0;0;;;;;
29.04.2020 03:00;;0.002;0.003;0.005;0.008;;;;;
29.04.2020 04:00;;0.035;0.07;0.105;0.175;;;;;
29.04.2020 05:00;;0.104;0.208;0.312;0.521;;;;;
29.04.2020 06:00;;0.2;0.4;0.601;1.001;;;;;
29.04.2020 07:00;;0.303;0.606;0.908;1.513;;;;;
29.04.2020 08:00;;0.393;0.787;1.18;1.967;;;;;
29.04.2020 09:00;;0.429;0.859;1.288;2.147;;;;;
29.04.2020 10:00;;0.365;0.73;1.095;1.824;;;;;
29.04.2020 11:00;;0.351;0.702;1.053;1.753;;;;;
29.04.2020 12:00;;0.323;0.645;0.968;1.612;;;;;
29.04.2020 13:00;;0.302;0.603;0.905;1.507;;;;;
29.04.2020 14:00;;0.26;0.519;0.779;1.297;;;;;
29.04.2020 15:00;;0.194;0.388;0.582;0.97;;;;;
29.04.2020 16:00;;0.135;0.27;0.405;0.674;;;;;
29.04.2020 17:00;;0.065;0.129;0.194;0.322;;;;;
29.04.2020 18:00;;0.018;0.037;0.055;0.092;;;;;
29.04.2020 19:00;;0;0;0;0;;;;;
29.04.2020 20:00;;0;0;0;0;;;;;
29.04.2020 21:00;;0;0;0;0;;;;;
29.04.2020 22:00;;0;0;0;0;;;;;
29.04.2020 23:00;;0;0;0;0;;;;;
30.04.2020 00:00;;0;0;0;0;;;;;
30.04.2020 01:00;;0;0;0;0;;;;;
30.04.2020 02:00;;0;0;0;0;;;;;
30.04.2020 03:00;;0.003;0.006;0.009;0.016;;;;;
30.04.2020 04:00;;0.03;0.059;0.089;0.148;;;;;
30.04.2020 05:00;;0.136;0.272;0.409;0.681;;;;;
30.04.2020 06:00;;0.328;0.656;0.984;1.64;;;;;
30.04.2020 07:00;;0.509;1.018;1.528;2.546;;;;;
30.04.2020 08:00;;0.636;1.273;1.909;3.182;;;;;
30.04.2020 09:00;;0.668;1.337;2.005;3.342;;;;;
30.04.2020 10:00;;0.694;1.387;2.081;3.468;;;;;
30.04.2020 11:00;;0.691;1.381;2.072;3.453;;;;;
30.04.2020 12:00;;0.593;1.185;1.778;2.962;;;;;
30.04.2020 13:00;;0.62;1.241;1.861;3.102;;;;;
30.04.2020 14:00;;0.456;0.911;1.367;2.277;;;;;
30.04.2020 15:00;;0.362;0.724;1.086;1.81;;;;;
30.04.2020 16:00;;0.222;0.444;0.666;1.109;;;;;
30.04.2020 17:00;;0.068;0.135;0.203;0.338;;;;;
30.04.2020 18:00;;0.023;0.045;0.068;0.113;;;;;
30.04.2020 19:00;;0;0;0;0;;;;;
30.04.2020 20:00;;0;0;0;0;;;;;
30.04.2020 21:00;;0;0;0;0;;;;;
30.04.2020 22:00;;0;0;0;0;;;;;
30.04.2020 23:00;;0;0;0;0;;;;;
01.05.2020 00:00;;0;0;0;0;;;;;
01.05.2020 01:00;;0;0;0;0;;;;;
01.05.2020 02:00;;0;0;0;0;;;;;
01.05.2020 03:00;;0.001;0.003;0.004;0.006;;;;;
01.05.2020 04:00;;0.02;0.04;0.059;0.099;;;;;
01.05.2020 05:00;;0.052;0.104;0.156;0.26;;;;;
01.05.2020 06:00;;0.1;0.2;0.301;0.501;;;;;
01.05.2020 07:00;;0.18;0.361;0.541;0.902;;;;;
01.05.2020 08:00;;0.331;0.661;0.992;1.652;;;;;
01.05.2020 09:00;;0.59;1.18;1.771;2.95;;;;;
01.05.2020 10:00;;0.752;1.503;2.255;3.758;;;;;
01.05.2020 11:00;;0.711;1.422;2.133;3.555;;;;;
01.05.2020 12:00;;0.613;1.225;1.838;3.063;;;;;
01.05.2020 13:00;;0.463;0.926;1.388;2.314;;;;;
01.05.2020 14:00;;0.347;0.694;1.04;1.733;;;;;
01.05.2020 15:00;;0.242;0.484;0.726;1.21;;;;;
01.05.2020 16:00;;0.148;0.296;0.444;0.74;;;;;
01.05.2020 17:00;;0.067;0.134;0.201;0.335;;;;;
01.05.2020 18:00;;0.022;0.043;0.065;0.109;;;;;
01.05.2020 19:00;;0;0;0;0;;;;;
01.05.2020 20:00;;0;0;0;0;;;;;
01.05.2020 21:00;;0;0;0;0;;;;;
01.05.2020 22:00;;0;0;0;0;;;;;
01.05.2020 23:00;;0;0;0;0;;;;;
02.05.2020 00:00;;0;0;0;0;;;;;
02.05.2020 01:00;;0;0;0;0;;;;;
02.05.2020 02:00;;0;0;0;0;;;;;
02.05.2020 03:00;;0.003;0.007;0.01;0.017;;;;;
02.05.2020 04:00;;0.035;0.071;0.106;0.177;;;;;
02.05.2020 05:00;;0.095;0.189;0.284;0.474;;;;;
02.05.2020 06:00;;0.195;0.39;0.585;0.976;;;;;
02.05.2020 07:00;;0.26;0.519;0.779;1.298;;;;;
02.05.2020 08:00;;0.28;0.56;0.84;1.4;;;;;
02.05.2020 09:00;;0.386;0.773;1.159;1.931;;;;;
02.05.2020 10:00;;0.383;0.766;1.149;1.915;;;;;
02.05.2020 11:00;;0.326;0.653;0.979;1.632;;;;;
02.05.2020 12:00;;0.259;0.518;0.777;1.294;;;;;
02.05.2020 13:00;;0.213;0.427;0.64;1.066;;;;;
02.05.2020 14:00;;0.188;0.375;0.563;0.938;;;;;
02.05.2020 15:00;;0.139;0.277;0.416;0.692;;;;;
02.05.2020 16:00;;0.075;0.149;0.224;0.373;;;;;
02.05.2020 17:00;;0.033;0.065;0.098;0.163;;;;;
02.05.2020 18:00;;0.007;0.015;0.022;0.037;;;;;
02.05.2020 19:00;;0;0;0;0;;;;;
02.05.2020 20:00;;0;0;0;0;;;;;
02.05.2020 21:00;;0;0;0;0;;;;;
02.05.2020 22:00;;0;0;0;0;;;;;
02.05.2020 23:00;;0;0;0;0;;;;;
03.05.2020 00:00;;0;0;0;0;;;;;
03.05.2020 01:00;;0;0;0;0;;;;;
03.05.2020 02:00;;0;0;0;0;;;;;
03.05.2020 03:00;;0;0;0;0;;;;;
03.05.2020 04:00;;0.007;0.014;0.021;0.035;;;;;
03.05.2020 05:00;;0.028;0.056;0.084;0.139;;;;;
03.05.2020 06:00;;0.049;0.098;0.147;0.244;;;;;
03.05.2020 07:00;;0.149;0.299;0.448;0.748;;;;;
03.05.2020 08:00;;0.279;0.559;0.838;1.397;;;;;
03.05.2020 09:00;;0.409;0.818;1.227;2.045;;;;;
03.05.2020 10:00;;0.473;0.947;1.42;2.367;;;;;
03.05.2020 11:00;;0.484;0.967;1.451;2.418;;;;;
03.05.2020 12:00;;0.429;0.857;1.286;2.143;;;;;
03.05.2020 13:00;;0.329;0.658;0.986;1.644;;;;;
03.05.2020 14:00;;0.242;0.483;0.725;1.208;;;;;
03.05.2020 15:00;;0.174;0.349;0.523;0.872;;;;;
03.05.2020 16:00;;0.118;0.235;0.353;0.588;;;;;
03.05.2020 17:00;;0.061;0.122;0.183;0.305;;;;;
03.05.2020 18:00;;0.018;0.035;0.053;0.088;;;;;
03.05.2020 19:00;;0;0;0;0;;;;;
03.05.2020 20:00;;0;0;0;0;;;;;
03.05.2020 21:00;;0;0;0;0;;;;;
03.05.2020 22:00;;0;0;0;0;;;;;
03.05.2020 23:00;;0;0;0;0;;;;;
04.05.2020 00:00;;0;0;0;0;;;;;
04.05.2020 01:00;;0;0;0;0;;;;;
04.05.2020 02:00;;0;0;0;0;;;;;
04.05.2020 03:00;;0.001;0.002;0.003;0.005;;;;;
04.05.2020 04:00;;0.022;0.044;0.066;0.11;;;;;
04.05.2020 05:00;;0.055;0.11;0.165;0.276;;;;;
04.05.2020 06:00;;0.106;0.211;0.317;0.528;;;;;
04.05.2020 07:00;;0.149;0.299;0.448;0.747;;;;;
04.05.2020 08:00;;0.241;0.482;0.723;1.206;;;;;
04.05.2020 09:00;;0.309;0.618;0.927;1.545;;;;;
04.05.2020 10:00;;0.373;0.746;1.119;1.864;;;;;
04.05.2020 11:00;;0.433;0.866;1.3;2.166;;;;;
04.05.2020 12:00;;0.461;0.921;1.382;2.304;;;;;
04.05.2020 13:00;;0.467;0.934;1.401;2.336;;;;;
04.05.2020 14:00;;0.408;0.817;1.225;2.042;;;;;
04.05.2020 15:00;;0.306;0.613;0.919;1.531;;;;;
04.05.2020 16:00;;0.18;0.359;0.539;0.898;;;;;
04.05.2020 17:00;;0.079;0.158;0.237;0.396;;;;;
04.05.2020 18:00;;0.021;0.042;0.063;0.105;;;;;
04.05.2020 19:00;;0;0;0;0;;;;;
04.05.2020 20:00;;0;0;0;0;;;;;
04.05.2020 21:00;;0;0;0;0;;;;;
04.05.2020 22:00;;0;0;0;0;;;;;
04.05.2020 23:00;;0;0;0;0;;;;;
05.05.2020 00:00;;0;0;0;0;;;;;
05.05.2020 01:00;;0;0;0;0;;;;;
05.05.2020 02:00;;0;0;0;0;;;;;
05.05.2020 03:00;;0.006;0.012;0.018;0.031;;;;;
05.05.2020 04:00;;0.039;0.078;0.117;0.195;;;;;
05.05.2020 05:00;;0.116;0.233;0.349;0.582;;;;;
05.05.2020 06:00;;0.195;0.39;0.585;0.975;;;;;
05.05.2020 07:00;;0.19;0.381;0.571;0.951;;;;;
05.05.2020 08:00;;0.139;0.279;0.418;0.696;;;;;
05.05.2020 09:00;;0.145;0.289;0.434;0.723;;;;;
05.05.2020 10:00;;0.162;0.324;0.486;0.809;;;;;
05.05.2020 11:00;;0.252;0.504;0.757;1.261;;;;;
05.05.2020 12:00;;0.375;0.75;1.125;1.875;;;;;
05.05.2020 13:00;;0.417;0.834;1.251;2.085;;;;;
05.05.2020 14:00;;0.356;0.712;1.068;1.78;;;;;
05.05.2020 15:00;;0.256;0.513;0.769;1.281;;;;;
05.05.2020 16:00;;0.096;0.192;0.288;0.48;;;;;
05.05.2020 17:00;;0.03;0.059;0.089;0.149;;;;;
05.05.2020 18:00;;0.014;0.027;0.041;0.068;;;;;
05.05.2020 19:00;;0;0;0;0;;;;;
05.05.2020 20:00;;0;0;0;0;;;;;
05.05.2020 21:00;;0;0;0;0;;;;;
05.05.2020 22:00;;0;0;0;0;;;;;
05.05.2020 23:00;;0;0;0;0;;;;;
06.05.2020 00:00;;0;0;0;0;;;;;
06.05.2020 01:00;;0;0;0;0;;;;;
06.05.2020 02:00;;0;0;0;0;;;;;
06.05.2020 03:00;;0.001;0.001;0.002;0.003;;;;;
06.05.2020 04:00;;0.023;0.046;0.069;0.115;;;;;
06.05.2020 05:00;;0.097;0.194;0.291;0.486;;;;;
06.05.2020 06:00;;0.194;0.388;0.581;0.97;;;;;
06.05.2020 07:00;;0.343;0.686;1.029;1.715;;;;;
06.05.2020 08:00;;0.413;0.826;1.24;2.066;;;;;
06.05.2020 09:00;;0.543;1.087;1.63;2.717;;;;;
06.05.2020 10:00;;0.534;1.069;1.603;2.672;;;;;
06.05.2020 11:00;;0.543;1.086;1.629;2.714;;;;;
06.05.2020 12:00;;0.436;0.873;1.309;2.181;;;;;
06.05.2020 13:00;;0.326;0.653;0.979;1.631;;;;;
06.05.2020 14:00;;0.218;0.437;0.655;1.092;;;;;
06.05.2020 15:00;;0.127;0.255;0.382;0.636;;;;;
06.05.2020 16:00;;0.117;0.234;0.351;0.584;;;;;
06.05.2020 17:00;;0.066;0.132;0.198;0.33;;;;;
06.05.2020 18:00;;0.032;0.063;0.095;0.158;;;;;
06.05.2020 19:00;;0.001;0.002;0.004;0.006;;;;;
06.05.2020 20:00;;0;0;0;0;;;;;
06.05.2020 21:00;;0;0;0;0;;;;;
06.05.2020 22:00;;0;0;0;0;;;;;
06.05.2020 23:00;;0;0;0;0;;;;;
07.05.2020 00:00;;0;0;0;0;;;;;
07.05.2020 01:00;;0;0;0;0;;;;;
07.05.2020 02:00;;0;0;0;0;;;;;
07.05.2020 03:00;;0;0.001;0.001;0.002;;;;;
07.05.2020 04:00;;0.01;0.019;0.029;0.048;;;;;
07.05.2020 05:00;;0.03;0.06;0.091;0.151;;;;;
07.05.2020 06:00;;0.064;0.128;0.192;0.319;;;;;
07.05.2020 07:00;;0.101;0.201;0.302;0.504;;;;;
07.05.2020 08:00;;0.15;0.3;0.45;0.751;;;;;
07.05.2020 09:00;;0.257;0.515;0.772;1.287;;;;;
07.05.2020 10:00;;0.352;0.703;1.055;1.757;;;;;
07.05.2020 11:00;;0.414;0.828;1.242;2.069;;;;;
07.05.2020 12:00;;0.435;0.869;1.304;2.173;;;;;
07.05.2020 13:00;;0.373;0.746;1.119;1.865;;;;;
07.05.2020 14:00;;0.269;0.539;0.808;1.347;;;;;
07.05.2020 15:00;;0.204;0.408;0.612;1.02;;;;;
07.05.2020 16:00;;0.13;0.261;0.391;0.652;;;;;
07.05.2020 17:00;;0.082;0.165;0.247;0.412;;;;;
07.05.2020 18:00;;0.038;0.076;0.114;0.191;;;;;
07.05.2020 19:00;;0.003;0.005;0.008;0.013;;;;;
07.05.2020 20:00;;0;0;0;0;;;;;
07.05.2020 21:00;;0;0;0;0;;;;;
07.05.2020 22:00;;0;0;0;0;;;;;
07.05.2020 23:00;;0;0;0;0;;;;;
08.05.2020 00:00;;0;0;0;0;;;;;
08.05.2020 01:00;;0;0;0;0;;;;;
08.05.2020 02:00;;0;0;0;0;;;;;
08.05.2020 03:00;;0.003;0.005;0.008;0.013;;;;;
08.05.2020 04:00;;0.016;0.033;0.049;0.082;;;;;
08.05.2020 05:00;;0.04;0.079;0.119;0.198;;;;;
08.05.2020 06:00;;0.066;0.132;0.198;0.33;;;;;
08.05.2020 07:00;;0.084;0.168;0.251;0.418;;;;;
08.05.2020 08:00;;0.121;0.242;0.363;0.605;;;;;
08.05.2020 09:00;;0.18;0.359;0.539;0.898;;;;;
08.05.2020 10:00;;0.237;0.473;0.71;1.183;;;;;
08.05.2020 11:00;;0.263;0.526;0.789;1.314;;;;;
08.05.2020 12:00;;0.279;0.558;0.837;1.396;;;;;
08.05.2020 13:00;;0.22;0.441;0.661;1.101;;;;;
08.05.2020 14:00;;0.185;0.371;0.556;0.927;;;;;
08.05.2020 15:00;;0.129;0.259;0.388;0.647;;;;;
08.05.2020 16:00;;0.108;0.215;0.323;0.538;;;;;
08.05.2020 17:00;;0.07;0.141;0.211;0.352;;;;;
08.05.2020 18:00;;0.025;0.049;0.074;0.123;;;;;
08.05.2020 19:00;;0.001;0.003;0.004;0.007;;;;;
08.05.2020 20:00;;0;0;0;0;;;;;
08.05.2020 21:00;;0;0;0;0;;;;;
08.05.2020 22:00;;0;0;0;0;;;;;
08.05.2020 23:00;;0;0;0;0;;;;;
09.05.2020 00:00;;0;0;0;0;;;;;
09.05.2020 01:00;;0;0;0;0;;;;;
09.05.2020 02:00;;0;0;0;0;;;;;
09.05.2020 03:00;;0.009;0.018;0.027;0.045;;;;;
09.05.2020 04:00;;0.045;0.09;0.134;0.224;;;;;
09.05.2020 05:00;;0.104;0.208;0.313;0.521;;;;;
09.05.2020 06:00;;0.179;0.358;0.536;0.894;;;;;
09.05.2020 07:00;;0.251;0.503;0.754;1.256;;;;;
09.05.2020 08:00;;0.301;0.603;0.904;1.507;;;;;
09.05.2020 09:00;;0.314;0.628;0.942;1.57;;;;;
09.05.2020 10:00;;0.291;0.583;0.874;1.457;;;;;
09.05.2020 11:00;;0.28;0.559;0.839;1.398;;;;;
09.05.2020 12:00;;0.274;0.547;0.821;1.368;;;;;
09.05.2020 13:00;;0.301;0.603;0.904;1.506;;;;;
09.05.2020 14:00;;0.271;0.541;0.812;1.353;;;;;
09.05.2020 15:00;;0.229;0.458;0.687;1.144;;;;;
09.05.2020 16:00;;0.157;0.314;0.471;0.785;;;;;
09.05.2020 17:00;;0.081;0.162;0.243;0.406;;;;;
09.05.2020 18:00;;0.025;0.051;0.076;0.127;;;;;
09.05.2020 19:00;;0;0;0.001;0.001;;;;;
09.05.2020 20:00;;0;0;0;0;;;;;
09.05.2020 21:00;;0;0;0;0;;;;;
